legal_articles,old_category,new_category,rule_applied
《施工现场临时用电安全技术规范》第5.2.1条第1款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《施工现场临时用电安全技术规范》第5.1.11条第一款第三项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建筑施工企业主要负责人、项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《广东省建设工程质量管理条例》第四十六条的规定,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《广东省建设工程质量管理条例》第四十六条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《桐庐县临时建设项目审批批复函》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《柳江区成团镇土地利用现状局部图》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《林州市宏森建设工程有限公司章程》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《杭州建设工程渣土管理办法》第十二条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的部分项工程安全管理规定》第三十五条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程安全管理规定》第三十五条第(二)项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大的分部分项工程安全管理规定》第三十七条第(一)项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《杭州市建设工程渣土管理办法》第十四条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《杭州市建设工程渣土管理办法》第十二条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《杭州市建设工程渣土管理办法》第二十二条第（二）项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《杭州市建设工程渣土管理办法》第二十二条第(四)项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《杭州市建设工程渣土管理办法》第二十三条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《杭州市建设工程施工安全管理条例》第四十九条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《杭州市建设工程施工安全管理条例》第三十三条第（二）项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《上海市建设工程材料管理条例》第二十五条第一款第(一)项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《危险性较大分部分项工程安全管理规定》第二十九条第四款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《水利水电工程施工安全管理导则》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《水利水电工程施工合同》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《水利工程质量事故处理暂行规定》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《水利工程施工监理规范》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《水利工程建设监理规定》第十条第二款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《水利工程建设监理规定》第三十条第一款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《水利工程建设安全生产管理规定》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
第八工程局有限公司涉嫌未根据《生产建设项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
第二建筑工程有限公司签订《委托施工合同》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
第二建筑工程有限公司未按照《危险性较大的分部分项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量检测管理办法》第四十七条第三项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
第一建设工程有限责任公司涉嫌未根据《生产建设项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
第37号令》危险性较大的分部分项工程安全管理规定第三十五条第二款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
现依据《建筑工程施工许可管理办法》第十二条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《武汉市建设工程文明施工管理办法》第十四条第一款及第十五条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《武汉市建设工程文明施工管理办法》第六条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《武汉市建设工程安全生产管理办法》第五条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《武汉市建设工程安全生产管理办法》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第六十二条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第五十六条第四款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第五十六条第一款第(四)项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第五十八条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
第37号令》危险性较大的分部分项工程安全管理规定第十七条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《房屋建筑和市政基础设施工程竣工验收备案管理办法》第五条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《杭州市建设工程文明施工管理规定》第十六条第一款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《杭州市建设工程文明施工管理规定》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《房地产开发企业资质管理规定》第二十四条,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《成都市建设施工现场管理条例》第四十五条第一款的规定,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《成都市建设施工现场管理条例》第四十五条第一款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设项目安全设施“三同时”监督管理办法》第三十条第一款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第六十四条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第六十四条的规定,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第六十五条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第六十二条第一款的规定,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第六十二条第一款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《房地产开发企业资质管理规定》第十九条,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《建设工程质量管理条例》第六十九条第一款的规定,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第五十六条第八项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第五十六条第(六)项之规定,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第五十六条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第五十八条第一项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第五十八条第(一)项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《杭州市建设工程文明施工管理规定》第三十三条第七项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《机电安装工程承包合同》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《杭州市临时建设工程规划许可证》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《杭州市工程建设管理行政处罚裁量规则》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《中华人民共和国建筑施工场界噪声值》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《中华人民共和国建筑施工场界噪声排放标准》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《中华人民共和国建筑施工场界噪声限值》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《中华人民共和国建筑法》第六十七条第一款、建设工程质量管理条例》第六十二条第一款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《重庆市建设工程安全生产管理办法》第四十二条第三项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《中华人民共和国房地产开发企业资质证书》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《江苏省房屋建筑和市政基础设施工程危险性较大的分部分项工程安全管理实施细则》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《江苏省房屋建筑和市政基础设施工程质量监督管理办法》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《杭州五洲国际广场膜结构工程最终报价汇总表》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《江苏省房屋建筑和市政基础设施工程质量监督管理办法》第89号）第十九条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《江苏省房屋建筑和市政基础设施工程质量监督管理办法》第二十五条第(四)项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《江苏省房屋建筑和市政基础设施工程质量监督管理办法》第二十五条第一项、第二项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《江苏省房屋建筑和市政基础设施工程质量监督管理办法》第十九条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《江苏省房屋建筑和市政基础设施工程质量监督管理办法》第十九条第(五)项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《江苏省房屋建筑和市政基础设施工程质量监督管理办法》第十九条第一项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《江苏省房屋建筑和市政基础设施工程质量监督管理办法》第十九条第（一）项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《江西省人民防空工程管理办法》第三十三条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《江西省人民防空工程管理办法》第二十七条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《江西省住房和城乡建设厅“关于通报建筑施工生产安全事故的函》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《杭州市土地利用总体规划（2006—2020年）》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《江苏省房屋建筑和市政基础设施工程质量监督管理办法》第二十五条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《房屋建筑和市政基础设施工程施工图设计文件审查管理办法》第十五条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《房屋建筑和市政基础设施工程施工图设计文件审查管理办法》第十一条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《房屋建筑和市政基础设施工程施工图设计文件审查管理办法》第二十四条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第十三条的规定,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第十三条、第十六条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第十三条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第十一条第二款的规定,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第十一条第二款和第五十六条第四款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第十一条第二款之规定,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第十一条第二款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第十一条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第十九条第一款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第六十四条、第七十三条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第六十六条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第六十条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第六十二条第一款之规定,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第十五条第二款之规定,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第十六条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设项目安全设施“三同时”监督管理办法》第七条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设项目安全设施“三同时”监督管理办法》第36号）第九条、第十条第一款、第十六条、第二十三条第一款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设项目安全设施“三同时”监督管理办法》第36号）第三十条第（一）项、第（二）项、第（四）项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设项目安全设施“三同时”监督管理办法》第36号,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设项目安全设施“三同时”监督管理办法》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设项目安全设施‘三同时’监督管理办法》第二十三条第一款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设施工起重吊装安全技术规范》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程项目劳务承包责任书》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程造价评估报告书》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程造价咨询合同》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第四十九条第一款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第四十九条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第十六条第二款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第十六条第三款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第十六条第一款的规定,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第十六条第一款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第十六条的规定,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第十六条之规定,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第四十九条第一款之规定,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设项目安全设施“三同时”监督管理办法》第七条第(一)项、第(二)项、第(三)项和第(四)项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第五十八条第一款的规定,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第五十八条第一款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第五十八条第1款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第五十五条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第五十七条和第七十三条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第五十七条及第七十三条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第五十七条)的规定,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第五十八条第一项、第七十三条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第五十八条第（一）款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第六十三条第一项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第六十七条第（一）项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第六十七条第(二)项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第六十一条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第五十六条第（四）项、第（六）项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第五十六条第（八）项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第五十六条第六项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第五十六条第六款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第五十六条第(四)、(六)项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第五十六条第(六)项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第五十六条、第五十八条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第五十八条第（一）项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建筑工程施工许可管理办法》第91号令）第10条、13条)的规定,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设项目安全设施“三同时”监督管理办法》第七条第(六)项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设项目安全设施“三同时”监督管理办法》第三十条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《注册监理工程师管理规定》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《注册监理工程师管理规定》第三十一条第七款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《注册监理工程师管理规定》第二十六条、第三十一条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《注册监理工程师管理规定》第二十六条、第三十一条的规定,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《房地产全程策划及顾问合同》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《房地产借款合同》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《房地产估价机构管理办法》第三十三条第四款,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《房地产估价报告》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《房地产价值咨询报告》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《房地产他项权证》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《注册建造师执业工程规模标准》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《洪合镇土地利用总体规划（2006-2020年）》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《中信地产海南公司三亚吉阳镇项目建设工程设计合同》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《济南市钢城区人民政府关于对〈钢城区“6?2”莱芜钢铁集团建筑安装工程有限公司一般起重伤害事故调查报告〉的批复》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《浏阳市北盛镇土地利用总体规划(2006—2020年)》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《浏阳市沿溪镇土地利用总体规划(2006—2020年)》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《浙江海龙新型建材有限公司FC轻质复合墙板生产线技改工程》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《成都市房屋建筑和市政基础设施工程施工安全监督管理规定》第十七条第一款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《成都市房屋建筑和市政基础设施工程施工安全监督管理规定》第九条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《成都市建设施工现场管理条例》第四十四条第二款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《成都市建设施工现场管理条例》第四十五条第二款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《成都市建设施工现场管理条例》第四十五条第三款:“违反本条例第三十五条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《济南市夜间建筑施工审批表》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《注册安全工程师管理规定》第六条第（一）款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《房地产开发企业资质管理规定》第三条第二款的规定,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《房屋建筑和市政基础设施工程施工图设计文件审查管理办法》第二十四条第（七）项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《房屋建筑和市政基础设施工程施工分包管理办法》第十八条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《房屋建筑和市政基础设施工程施工分包管理办法》第九条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《房屋市政工程生产安全重大事故隐患判定标准(2022版)》第四条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《房屋市政工程生产安全重大事故隐患判定标准(2022版)》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《房屋市政工程生产安全重大事故隐患判定标准(2022)版》第八条第(一)项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《房屋市政工程生产安全重大事故隐患判定标准(2022)版》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《房屋土地权属调查报告书》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《房地产（土地）估价合同》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《房地产开发企业资质管理规定》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《房地产重置成本价值咨询报告》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《房地产经纪管理办法》第二十五条第五项,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《房地产经纪管理办法》第三十三条第（三）项,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《房地产测绘成果报告书》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《房地产权证》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《房地产开发资质等级证书》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《房地产开发企业资质证书》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《房地产开发企业资质管理规定》第十五条,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《房地产开发企业资质管理规定》第六条,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《房地产联合开发协议》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《建设项目安全设施“三同时”监督管理办法》第七条第十条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《成都市建设施工现场管理条例》第四十五条第一款:“违反本条例第二十条、第二十二条第二款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《成都市建设施工现场管理条例》第三十五条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《浙江省建筑施工安全管理规范》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《浙江省建设工程规划核实确认书》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《专项施工方案》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设项目安全设施三同时监督管理办法》第十五条第（一）项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设项目安全设施三同时监督管理办法》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设项目安全设施“三同时”监督管理暂行办法》第十条第一款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设项目安全设施“三同时”监督管理暂行办法》第三十条第(一)项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设项目安全设施“三同时”监督管理暂行办法》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设项目安全设施“三同时”监督管理办法》第四条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《浙江省工程领域行政处罚裁量基准》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设项目安全设施“三同时”监督管理办法》第十条第一款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设项目安全设施“三同时”监督管理办法》第十条的规定,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设项目安全设施“三同时”监督管理办法》第十四条第一款第二项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设项目安全设施“三同时”监督管理办法》第十六条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设项目安全设施“三同时”监督管理办法》第二十九条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设项目安全设施“三同时”监督管理办法》第二十三条第一款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设项目安全设施“三同时”监督管理办法》第三十条第（一）项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设项目安全设施“三同时”监督管理办法》第三十条第四项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设项目安全设施“三同时”监督管理办法》第三十条第一项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设项目安全设施“三同时”监督管理办法》第三十条第一款的规定,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《成都市建设施工现场管理条例》第三十四条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《东莞市建设工程企业不良行为责令限期改正暨扣分通知书》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设项目管理条例》第二十八条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
